filename;date;text;poison
JR_130989.txt;13/09/1889;"Beware of my fire Arms From Eleven Jack Ripper I mean to start my work Again in a new slum in royal mint . st by the help of the devil next week but where I shall not mention I shall take the eyes nose only open the lower part of Victim an leave, I mean to start work the- new st [?] [illegible] during the week [middle portion of page largely illegible, torn with pieces missing]

. . . Black gloves with smart walk



Yours Jack the Ripper



Bucks Row

George Yard

Browns Lane

Doster St

Berner St

Mitre Square

Castle Alley

Back Ch lane

You must give me a chance to do two more";X
JR_160989.txt;16/09/1889;"Vauxhall

any body . this time



Sir



I beg leave to inform you of my change in residence I have removed to the above where I intend to commence business as soon as possible I thought it best to tell you so as you should not waste your time over East Look out for tomorrow night I remain your I.N.



alias



Jack the ripper";X
JR_180989.txt;18/09/1889;"You to are the next I shall require . Beware - my next visit is Camberwell 'Ah Ah = slip me if you can 



Jack the Ripper



I took stock of you last night and left you at your door my other victims have been whores and a change will [missing] tful it is not money but blood blood blood I crave for";X
JR_190989.txt;19/09/1889;"Wensday.

Dear Boss



I thought I would let you now jest to se if you could be clever enouft to stop me as I [me]an to give you a turn I mean to comense busenis before the weak is out I have spotted one or two near kingston station as I was down there last night minppouse [?] the slops have got [missing] in there eyes some has They have up the old spo[missing] but if they intefier with [m]e look out I got plenty of amineton & my long sticker is bleeding sharp I se by the papers you have yet 2 nice old strewbury nose top on the bench what price last one up the smock so good 



your old pal



Jack the Ripper or

look out to night";X
RI_230989.txt;23/09/1889;"Dear Boss



I write these few lines to you hoping you are quite well as it ... me at present the bloke that thinks that he is on my track is right off scent and now I have got my eye on four or five young girls from ponton road ... Lane Vauxhall 2 of which I must have this week commencing ... [sections illegible] ... others later or ... & good bye for the present From the

Ripper and the dodger



In the time that you receive this note I shall have my knife well sharpened and on my way there. You will hear ...



[sections illegible]";X
JR_270989.txt;27/09/1889;"The next turn out will be in a turning out of Commercial Road. Close to Gardner's Shop.



Now I shall tell you what I am. Clerk in holy orders . few years ago at St Pancras Church. Good morning Amen



Refr J. Ripper &c



September

24.89



This letter was posted at Gray's new Road";X
JR_280989.txt;28/09/1889;"E 28. Sep.



Dear Editor



I hope to resume operations about next Tuesday or Wenesday night. Don't let the coppers know.



Jack The Ripper";X
JR_300989.txt;30/09/1889;"I am Jack the Ripper I am at present living At the Neighbourhood of Islington I have got my eyes on the beauties I guess I will make Islington ring before I ave done do you think I am mad What of mistake you make So Prepare for Another Mutilation Case before this day week



[Drawings of knife-point, dagger . .]";X
JR_300989_2.txt;30/09/1889;"Beware I am near



Jack the Ripper



The police are bust looking for me I'm like a monkey up a tree not to be found as you will see While there is work for rippers three



This is the ninth murder we have done Yet it seems we have not begun



But now the Evenings are getting dark With the loose Girls we'll rip up



Not time for more Too Busy for more now -";X
JR_011089.txt;01/10/1889;"Look out



Im acomin



Jack the Ripper";X
JR_071089.txt;07/10/1889;"Dear Boss



I shall do another murder shortly and shall outwit you all



Yours truly



Jack the Ripper";X
JR_071089_2.txt;07/10/1889;"[Drawings of a pistol, coffin, poison jar, dagger and knife through a heart]



These.are.for.you Doubly . dyed villain. THIS IS NO JOKE I AM IN EDINBURGH FOR A SHORT SEASON WILL COMMENCE WORK SHORTLY IN LONDON.



JACK THE RIPPER Dark Hearts



6.H. (CAPT)";X
JR_081089.txt;08/10/1889;"To the chief of Scotland Yd.



I might say that none of the police are on or have been on my track. I will D.V. commit another murder on the 9 instant. The last murder was not done by me but by some one else.



Jack the Ripper



I do not wish to waste a stamp to such useless Dogs as you detectives";X
JR_161089.txt;16/10/1889;"I hope you can read what I have written, and will put it all in the paper, not leave Hall out. If you can not see the letters let me know and and I will write them biger.



October 17th



Dear Sir



I shall be in Whitechapel oon the 20th of this month- And will begin some very delicate work ""HA""!!! about midnight, in the street where I executed my third examination of the human body.



Yours till death



Jack the Ripper



(Catch Me if you can) kisses



XXXXXXXXX

XXXXXXXX";X
JR_231089.txt;23/10/1889;"Oct 22 1886 [sic]



Bloodworm



Keep your candles open ['on'  deleted] The East End of or about the 9th of November



Yours Truly



Jack the Ripper



[Crude drawing of a body on ground with man standing over it waving a dagger]";X
JR_301089.txt;30/10/1889;"""Jack the Ripper""



I am coming over to Clapham on the 8 or 9 November when I intend to have a turn at some of your

Jews [?]



J the R



The Editor Clapham Observer Please insert this in your Paper";X
JR_301089_2.txt;30/10/1889;"Editor of the London Times. As I was obliged to go to America that murder which was promised within a week failed to be performed. There's plenty of time yet in which to complete the fifteen. Some of your police regulations are so absurd that I have to laugh at them. Here the

officers are armed and allowed to use their discretion. There the whole system is stupid. I did not see it so much till I came here where such a series would not be possible. However I hope you won't wake up until I am through. I will follow this one week later. Then look out --



Jack the Ripper";
JR_081189.txt;08/11/1889;"Dear Boss 30 Bangor St Novr. 8/89



My finest shot to justify myself I now fire,

You will see by this that I am not a liar;

Funk stupid Fool, believes, me to be insane;

His next shotlog will be that 'I'm tame,

In the papers you sometimes see -

Letters written by him, but none by me,

He declares an accomplice is concerned,

That he has to prove and learn -

He describes my complexion, dark with good looks;

Tells the public he has my boots,

Togs 8 suits, many of hats I wear,

And people at me often stare

Those shots are bully clogs and not fair,

The true shots I pack'd 2 pails in High St,

To pay rents, buy food (no gin) but meats.

The togs have I 2 suits both dark and blue over Coats,

Hard felt hat and blue ruff on my throat,

Long hair, no beard and none on chin

Do neither smoke, swill, or touch gin...

At Finsbury, St Paul's hard near,

I never dost the rents are too dear,

Whitechapel High St hard near my home -

I always do my work alone,

Some months hard gone near Finsbury Sqre:

An eccentric man lived with an unmarried pair -

Mad on Vivisection (the cutting up of animals) He gave

me a threat,

He would get hold of a dog or cat for a joke.

With one cut of the knife sever its throat.

He was very dark, teeth (if new) pocked mark'd disease

on nose) did him meet

The tale is false there never was a lad,

Who wrote essays on women bad,

I'm not a flash away Belgavian swell,

Altho, self taught I can write and spell,

The Miller's Court murder a disgusting affair

Done by a Polish Knacker rather fair

The morn (of the murder) I went to the place -

Had a shine but left in haste,

I spoke to a policeman who saw the sight,

And informed me it was done by a Knocker in the night...

I told the man you should try and catch him;

Say another word old Chap I'll run you in,

Flunk, old Donkey, say he can me catch:

He would soon find in me his match,

The detectives of London, are all Hind;

They know they cannot me search and find.

Flunk you should a spark make -

He would soon be tired and try to escape -

Operations you'll begin this month again,

Despatch the police and good strong men -

Whitechapel alone is the place,

The man is keen; quick, and leaves no trace -

My blood boils and with indignation rages,

To perpetuate more bloody outrages ,

Prostitution against which I desperately fight;

[To] destroy the filthy hideous whores of the night;

[D]ejected, lost, cast down, ragged, [ ] and thin,

Frequenters of Theatres, Music Halls and drinkers of

Hellish gin.

My knives are sharp and very keen,

Determined I swear what [ ] mean....

The swellish flashaway Tecks I very often see-

Treating whores and asking them for tea.

One night hard gone I did a policeman meet -

Treated and walked with him down High St,

The letter addressed to 22 Hammersmith Road -

Was written by some vulgar lying toad,

Old Funk, thinks me a flashaway swell -

A first rate man, and in a fine house I dwell.

A fourpenny doss I have at a Common East End Doss

House

And do not dine on aristocratic grouse,

When I by luck some browns and bobs do make -

Sometime early, but at others very late,

He thinks a very large fortune I have got,

And loves to ridicule and me knock,

He well knows the reason why I kill,

The whorish women and them thin,

Money (of which) Sir, I have none;

But I detest ridicule of my sarcastic plans and fun.



J. Ripper



I will write more in a few days.";
JR_291189.txt;29/11/1889;"Dear Boss



Beware Jack the Ripper is going to commit another murder on the 1st December 1889



Farewell



Jack the Ripper";X
JR_250190.txt;25/01/1890;"Look out for another murder in or near Bakers Row. It will be a woman about 60. I am going to chop her legs & arms off but not kill her. Most likely next Saturday night (1/2/90)



Yours truly,



FROM{ Jack the Ripper



I am going to do 2 more & then go abroad. This game pays well J.T. Ripper";X
JR_280190.txt;28/01/1890;"Dear Sir



I shall commit another murder in Whitechapel on Wednesday 29th and you will not find it out very easily for I have a secret place and a fixed victim. I had not a penny to buy a stamp but I gave it to you to pay 2d.



Yours Truly



Jack the Ripper



Good bye Boss";X
JR_020490.txt;02/04/1890;"Beware.



Whitechapel again, beginning of next week. Have done 10 5 more to finish



Jack the Ripper";X
JR_100490.txt;10/04/1890;"Mr Matthews beware on or before May 14/90 beware . beware . beware



J the R";X
JR_160490.txt;16/04/1890;"April 16



Clifton



Mr Matthews



Sir



Do you think yourself a man for if you do I dont in stead of young davis been hung you ought to have been hung instead let me ever put my eyes on you I will blow your brains out hav sure heard

your name is what it is you are a bad caule fellow and no mistake about it I shall be close after your heals if I am hung You [rest of line missing] thing you done Justice if you do I

dont it shant pass of how easy how you think so look out till I come back



Jack the

Ripper



 So look out";
JR_061290.txt;06/12/1890;"I shall commence again very soon in Mile End (not Whitechapel) for thats rather too hot for me now. This will be my last but one. The victim lives in Frimley St Mile End.



Signed Dear boss



Jack the Ripper



J.R.



It was not that ... [illegible] Mrs Hoggs not Pearcey.



JR



This is some of Mrs Hoggs Blood [Blot on page] 



Jack the Ripper



[Reverse] Not to be opened by anyone except The Controller. Himself";
JR_030391.txt;03/03/1891;"You see I am about again another one for you to Get on the Job with I ll wake up your babies  about here for you they are going to sleep and the next one I do will be right in front of you and then you wont catch me you dont know the way I Know Scotland Yard well as you and the leaden

steps in 77



Jack the Ripper";X
IM_270491.txt;27/04/1891;"Dear Boss



I hope that by now that you find I am to witty for you things I.N. Constables uniform I will show my Contempt by doing a Job where you little think.



IM.A [?]";
;;;
;;;
;;;
;;;
;;;
;;;
;;;X
;;;X
;;;
;;;X
;;;X
;;;
;;;
;;;X
;;;X
;;;X
;;;
;;;
